id,name,iata,icao,callsign,country,active
3193,L&L Flygbildteknik,,PHO,PHOTOFLIGHT,Sweden,false
3194,L'Express,,LEX,LEX,United States,false
3195,L-3 Communications Flight Internation Aviation,,FNT,FLIGHT INTERNATIONAL,United States,false
3197,LACSA,LR,LRC,LACSA,Costa Rica,true
3198,LADE - Lineas Aereas Del Estado,,LDE,LADE,Argentina,false
3200,LAN Airlines,LA,LAN,LAN,Chile,true
3201,LAN Argentina,4M,DSM,LAN AR,Argentina,true
3202,LAN Cargo,,LCO,LAN CARGO,Chile,false
3203,LAN Dominica,,LNC,LANCANA,Dominican Republic,false
3206,LANSA,,LSA,INTERNACIONAL,Dominican Republic,false
3209,LC Busre,,LCB,BUSRE,Peru,false
3210,LOT Polish Airlines,LO,LOT,POLLOT,Poland,true
3213,LTU International,LT,LTU,LTU,Germany,false
3214,LTV Jet Fleet Corporation,,JFC,JET-FLEET,United States,false
3215,LUKoil-Avia,,LUK,LUKOIL,Russia,false
3216,La Ronge Aviation Services,,ASK,AIR SASK,Canada,false
3217,La Valenciana Taxi Aereo,,LVT,TAXIVALENCIANA,Mexico,false
3218,Labcorp,,SKQ,SKYLAB,United States,false
3219,Labrador Airways,,LAL,LAB AIR,Canada,false
3221,Lake Havasu Air Service,,HCA,HAVASU,United States,false
3222,Lakeland Aviation,,LKL,LAKELAND,United States,false
3223,Laker Airways,,LKR,LAKER,United States,false
3224,Laker Airways (Bahamas),,LBH,LAKER BAHAMAS,United States,false
3225,Lamra,,LMR,LAMAIR,Sudan,false
3226,Lanaes Aereas Trans Costa Rica,,TCR,TICOS,Costa Rica,false
3227,Landsflug,,ISL,ISLANDIA,Iceland,false
3228,Langtry Flying Group,,PAP,PROFLIGHT,United Kingdom,false
3230,Lanza Air,,LZA,AEROLANZA,Spain,false
3231,Lanzarote Aerocargo,,LZT,BARAKA,Spain,false
3236,Laredo Air,,LRD,LAREDO AIR,United States,false
3237,LatCharter,,LTC,LATCHARTER,Latvia,true
3238,Latvian Air Force,,LAF,LATVIAN AIRFORCE,Latvia,false
3240,Lauda Air Italy,,LDI,LAUDA ITALY,Italy,false
3241,Laughlin Express,,LEP,LAUGHLIN EXPRESS,United States,false
3242,Laus,,LSU,LAUS AIR,Croatia,false
3243,Lawrence Aviation,,LAR,LAWRENCE,United States,false
4904,Trade Air,,TDR,TRADEAIR,Croatia,false
3244,Layang-Layang Aerospace,,LAY,LAYANG,Malaysia,false
3245,Lease-a-Plane International,,LPL,LEASE-A-PLANE,United States,false
3247,Lebanese Air Transport (Charter),,LAT,LEBANESE AIR,Lebanon,false
3248,Lebanon Airport Development Corporation,,LAD,LADCO-AIR,United States,false
3250,Leconte Airlines,,LCA,LECONTE,United States,false
3251,Leeward Islands Air Transport,LI,LIA,LIAT,Antigua and Barbuda,true
3252,Legend Airlines,,LGD,LEGENDARY,United States,false
3253,Leisure Air,,LWD,LEISURE WORLD,United States,false
3254,Lentini Aviation,,LEN,LENTINI,United States,false
3255,Leo-Air,,LOR,LEO CHARTER,South Africa,false
3256,Leonsa De Aviacion,,LEL,LEONAVIA,Spain,false
3257,Libyan Airlines,,LYW,LIBYAN AIRWAYS,Libya,false
3258,Libyan Arab Airlines,LN,LAA,LIBAIR,Libya,true
3259,Libyan Arab Air Cargo,,LCR,LIBAC,Libya,false
3260,Lid Air,,LIQ,,Sweden,false
3262,Lignes Aeriennes Du Tchad,,LKD,LATCHAD,Chad,false
3263,Lignes Mauritaniennes Air Express,,LME,LIMAIR EXPRESS,Mauritania,false
3265,Lincoln Air National Guard,,GDQ,,United States,false
3266,Lincoln Airlines,,LRT,,Australia,false
3267,Lindsay Aviation,,LSY,LINDSAY AIR,United States,false
3268,Linea Aerea Costa Norte,,NOT,COSTA NORTE,Chile,false
3269,Linea Aerea Mexicana de Carga,,LMC,LINEAS DECARGA,Mexico,false
3271,Linea Aerea de Fumig Aguas Negras,,NEG,AGUAS NEGRAS,Chile,false
3273,Linea De Aeroservicios,,LSE,,Chile,false
3275,Lineas Aereas Alaire S.L.,,ALR,AEROLAIRE,Spain,false
3276,Lineas Aereas Azteca,ZE,LCD,LINEAS AZTECA,Mexico,false
3277,Lineas Aereas Canedo LAC,,LCN,CANEDO,Bolivia,false
3278,Lineas Aereas Comerciales,,LCM,LINEAS COMERCIALES,Mexico,false
3279,Lineas Aereas Ejectuivas De Durango,,EDD,LINEAS DURANGO,Mexico,false
3280,Lineas Aereas Eldorado,,EDR,ELDORADRO,Colombia,false
3281,Lineas Aereas Federales,,FED,FEDERALES,Argentina,false
3282,Lineas Aereas Monarca,,LMN,LINEAS MONARCA,Mexico,false
3283,Lineas Aereas San Jose,,LIJ,LINEAS JOSE,Mexico,false
3284,Lineas Aereas del Humaya,,UMA,HUMAYA,Mexico,false
3285,Linex,,LEC,LECA,Central African Republic,false
3287,Linhas A,LM,LAM,MOZAMBIQUE,Mozambique,true
3288,Link Airways of Australia,,LAW,,Australia,false
3289,Lion Air Services,,WGT,WORLDGATE,United Kingdom,false
3290,Lion Mentari Airlines,JT,LNI,LION INTER,Indonesia,true
3291,Lions-Air,,LEU,LIONSAIR,Switzerland,false
3292,Lithuanian Air Force,,LYF,LITHUANIAN AIRFORCE,Lithuania,false
3293,Little Red Air Service,,LRA,LITTLE RED,Canada,false
3294,Livingston,LM,LVG,LIVINGSTON,Italy,false
3296,Lnair Air Services,,LNA,ELNAIR,Spain,false
3297,Lockheed Air Terminal,,XLG,,United States,false
3298,Lockeed Aircraft Corporation,,LAC,LOCKHEED,United States,false
3299,Lockheed DUATS,,XDD,,United States,false
3300,Lockheed Martin Aeronautics,,CBD,CATBIRD,United States,false
3301,Lockheed Martin Aeronautics Company,,LNG,LIGHTNING,United States,false
3302,Logan Air,,LOG,LOGAN,United Kingdom,false
3303,Lom Praha Flying School,,CLV,AEROTRAINING,Czech Republic,false
3304,Lomas Helicopters,,LMS,LOMAS,United Kingdom,false
3305,London City Airport Jet Centre,,LCY,LONDON CITY,United Kingdom,false
3306,London Executive Aviation,,LNX,LONEX,United Kingdom,false
3307,London Flight Centre (Stansted),,LOV,LOVEAIR,United Kingdom,false
3308,London Helicopter Centres,,LHC,MUSTANG,United Kingdom,false
3309,Lone Star Airlines,,LSS,LONE STAR,United States,false
3310,Long Island Airlines,,ORA,LONG ISLAND,United States,false
3311,Longtail Aviation,,LGT,LONGTAIL,Bermuda,false
3312,Lorraine Aviation,,LRR,LORRAINE,France,false
3313,Los Cedros Aviacion,,LSC,CEDROS,Chile,false
3314,Lotus Air,,TAS,LOTUS FLOWER,Egypt,false
3315,Luchtvaartmaatschappij Twente,,LTW,TWENTAIR,Netherlands,false
3316,Lucky Air,,LKE,LUCKY AIR,China,false
3317,Luft Carago,,LUT,LUGO,South Africa,false
3318,Luftfahrt-Vermietungs-Dienst,,LVD,AIR SANTE,Austria,false
3320,Lufthansa,LH,DLH,LUFTHANSA,Germany,true
3324,Lufthansa Technik,,LHT,LUFTHANSA TECHNIK,Germany,false
3325,Lufttaxi Fluggesellschaft,DV,LTF,Garfield,Germany,false
3327,Luhansk,,LHS,ENTERPRISE LUHANSK,Ukraine,false
3328,Lund University School of Aviation,,UNY,UNIVERSITY,Sweden,false
3329,Luxair,LG,LGL,LUXAIR,Luxembourg,true
3330,Luxaviation,,LXA,RED LION,Luxembourg,false
3331,Luxembourg Air Rescue,,LUV,LUX RESCUE,Luxembourg,false
3332,Luxflight Executive,,LFE,LUX EXPRESS,Luxembourg,false
3333,Luxor Air,,LXO,,Egypt,false
3334,Luzair,,LUZ,LISBON JET,Portugal,false
3336,Lydd Air,,LYD,LYDDAIR,United Kingdom,false
3337,Lynch Flying Service,,LCH,LYNCH AIR,United States,false
3339,Lynx Air International,,LXF,LYNX FLIGHT,United States,false
3340,Lynx Aviation,,LYX,LYNX AIR,Pakistan,false
3342,L,MJ,LPR,LAPA,Argentina,true
3343,L,,LAU,SURAMERICANO,Colombia,false
3344,M & N Aviation,,JNH,JONAH,United States,false
3345,MAC Fotografica,,MCF,MAC FOTO,Spain,false
3346,MANAG'AIR,,MRG,MANAG'AIR,France,false
3347,MAP-Management and Planung,,MPJ,MAPJET,Austria,false
3348,MAS Airways,,TFG,TRAFALGAR,United Kingdom,false
3351,MCC Aviation,,MCC,DISCOVERY,South Africa,false
3352,MG Aviacion,,MGA,MAG AVACION,Spain,false
3353,MIA Airlines,,JLA,SALLINE,Romania,false
3354,MIAT Mongolian Airlines,OM,MGL,MONGOL AIR,Mongolia,true
3355,MIT Airlines,,MNC,MUNCIE,Canada,false
3356,MK Airline,,MKA,KRUGER-AIR,Ghana,false
3358,MSR Flug-Charter,,EBF,SKYRUNNER,Germany,false
3359,MTC Aviacion,,MCV,MTC AVIACION,Mexico,false
3360,Mac Aviation,,MAQ,MAC AVIATION,Spain,false
3361,Mac Dan Aviation Corporation,,MCN,MAC DAN,United States,false
3364,Macedonian Airlines,,MCS,MACAIR,Greece,false
3365,Madina Air,,MDH,MADINA AIR,Libya,false
3367,Magic Blue Airlines,,MJB,MAGIC BLUE,Netherlands,false
3368,Magna Air,,MGR,MAGNA AIR,Austria,false
3369,Mahalo Air,,MLH,MAHALO,United States,false
3370,Mahan Air,W5,IRM,MAHAN AIR,Iran,true
3372,Maine Aviation,,MAT,MAINE-AV,United States,false
3373,Majestic Airlines,,MAJ,MAGIC AIR,United States,false
3374,Mak Air,,AKM,MAKAIR,Kazakhstan,false
3375,Malagasy Airlines,,MLG,,Madagascar,false
3376,Malawi Express,,MLX,MALAWI EXPRESS,Malawi,false
3377,Malaya Aviatsia Dona,,MKK,AEROKEY,Russia,false
3378,Malaysia Airlines,MH,MAS,MALAYSIAN,Malaysia,true
3379,Mali Air,,MAE,MALI AIREXPRESS,Austria,false
3380,Mali Air Express,,VXP,AVION EXPRESS,Mali,false
3381,Mali Airways,,MTZ,MALI AIRWAYS,Mali,false
3383,Mall Airways,,MLS,MALL-AIRWAYS,United States,false
3384,Malmo Aviation,,SCW,SCANWING,Sweden,true
3385,Malmoe Air Taxi,,LOD,LOGIC,Sweden,false
3386,Malmö Aviation,TF,SCW,Scanwings,Sweden,true
5833,TEA Switzerland,,4SW,,Switzerland,false
3388,Malta Wings,,MWS,MALTA WINGS,Malta,false
3390,Manaf International Airways,,MLB,MANAF,Burundi,false
3391,Mandala Airlines,RI,MDL,MANDALA,Indonesia,true
3392,Mandarin Airlines,AE,MDA,Mandarin,Taiwan,true
3393,Mango,JE,MNO,TULCA,South Africa,true
3394,Manhattan Air,,MHN,MANHATTAN,United Kingdom,false
3395,Manitoulin Air Services,,MTO,MANITOULIN,Canada,false
3396,Mann Air,,MNR,TEEMOL,United Kingdom,false
3397,Mannion Air Charter,,MAN,MANNION,United States,false
3398,Mantrust Asahi Airways,,MTS,MANTRUST,Indonesia,false
3399,Manx Airlines,,MNX,MANX,United Kingdom,false
3400,Maple Air Services,,MAD,MAPLE AIR,Canada,false
3401,March Helicopters,,MAR,MARCH,United Kingdom,false
3402,Marcopolo Airways,,MCP,MARCOPOLO,Afghanistan,false
3403,Marghi Air,,MGI,MARGHI,Nigeria,false
3404,Markair,,MRK,MARKAIR,United States,false
3405,Markoss Aviation,,MKO,GOSHAWK,United Kingdom,false
3407,Marshall Aerospace,,MCE,MARSHALL,United Kingdom,false
3409,Martin Aviation Services,,XMA,,United States,false
16198,Small Planet Airlines,,ELC,,Lithuania,true
3410,Martin-Baker,,MBE,MARTIN,United Kingdom,false
3412,Martinaire,,MRA,MARTEX,United States,false
3413,Martyn Fiddler Associates,,MFA,SEAHORSE,United Kingdom,false
3414,Marvin Limited,,MVN,MARVIN,United Kingdom,false
3415,Maryland State Police,,TRP,TROOPER,United States,false
3416,Massachusetts Institute of Technology,,MTH,RESEARCH,United States,false
3417,Massey University School of Aviation,,MSY,MASSEY,New Zealand,false
3418,Master Airways,,MSW,MASTER AIRWAYS,Serbia,false
3419,Master Planner,,MPL,,United States,false
3420,Masterjet,,LMJ,MASTERJET,Portugal,false
3422,Mauria,,MIA,MAURIA,Mauritania,false
3423,Mauritanienne Aerienne Et Navale,,MNV,NAVALE,Mauritania,false
3424,Mauritanienne Air Fret,,MRF,MAUR-FRET,Mauritania,false
3425,Mauritanienne Airways,,MWY,MAURITANIENNE,Mauritania,false
3426,Mauritanienne De Transport Aerien,,MDE,MAURI-TRANS,Mauritania,false
3427,Maverick Airways,,MVR,MAV-AIR,United States,false
3430,Max Sea Food,,MSF,MAXESA,El Salvador,false
3431,Max-Aviation,,MAX,MAX AVIATION,Canada,false
3433,Maximus Air Cargo,,MXU,CARGO MAX,United Arab Emirates,false
3434,Maxjet Airways,MY,MXJ,MAX-JET,United States,false
3435,Maxsus-Avia,,MXS,MAXSUS-AVIA,Uzbekistan,false
3436,May Air Xpress,,MXP,BEECHNUT,United States,false
3437,Maya Island Air,MW,MYD,MYLAND,Belize,true
3438,Mayair,,MYI,MAYAIR,Mexico,false
3439,Mbach Air,,MBS,MBACHI AIR,Malawi,false
3440,McAlpine Helicopters,,MCH,MACLINE,United Kingdom,false
3441,McCall Aviation,,MKL,MCCALL,United States,false
3442,McDonnell Douglas,,DAC,DACO,United States,false
3443,McNeely Charter Services,,MDS,MID-SOUTH,United States,false
3444,Med-Trans of Florida,,MEK,MED-TRANS,United States,false
3445,Medavia Company,,MDM,MEDAVIA,Malta,false
3446,Medical Air Rescue Services,,MRZ,MARS,Zimbabwe,false
3447,Medical Aviation Services,,MCL,MEDIC,United Kingdom,false
3448,Mediterranean Air Freight,,MDF,MED-FREIGHT,Greece,false
3449,Mediterranean Airways,,MDY,,Egypt,false
3450,Medjet International,,MEJ,MEDJET,United States,false
3451,Mega,,MGK,MEGLA,Kazakhstan,false
3452,Mega Linhas Aereas,,MEL,MEGA AIR,Brazil,false
3453,Mekong Airlines,,MKN,MEKONG AIRLINES,Cambodia,false
3456,Merchant Express Aviation,,MXX,MERCHANT,Nigeria,false
3457,Mercury Aircourier Service,,MEC,MERCAIR,United States,false
17086,Feeder Airlines,,FDD,,Sudan,true
3458,Meridian,,POV,AIR POLTAVA,Ukraine,false
3459,Meridian Air Cargo,,MRD,MERIDIAN,United States,false
3460,Meridian Airlines,,MHL,HASSIMAIR,Nigeria,false
3461,Meridian Aviation,,DSL,DIESEL,United Kingdom,false
3462,Meridian Limited,,MEM,MERIDIAN CHERRY,Ukraine,false
3463,Meridiana,IG,ISS,MERAIR,Italy,true
3464,Merlin Airways,,MEI,AVALON,United States,false
3468,Meta Linhas A,,MSQ,META,Brazil,false
3469,Meteorological Research Flight,,MET,METMAN,United Kingdom,false
3470,Methow Aviation,,MER,METHOW,United States,false
3471,Metro Business Aviation,,MVI,,United Kingdom,false
3472,Metro Express,,MEX,EAGLE EXPRESS,United States,false
3473,Metroflight,,MTR,METRO,United States,false
3475,Metropix UK,,PIX,METROPIX,United Kingdom,false
3476,Metroplis,,MPS,METRO REGIONAL,Netherlands,false
3477,Mex Blue,,MXB,MEX BLUE,Mexico,false
3478,Mex-Jet,,MJT,MEJETS,Mexico,false
3480,Mexico Transportes Aereos,,MXT,TRANSMEX,Mexico,false
17094,Senegal Airlines,DN,SGG,,Senegal,true
3481,Miami Air Charter,,HUR,HURRICANE CHARTER,United States,false
3482,Miami Air International,GL,BSK,BISCAYNE,United States,false
3483,Miami Valley Aviation,,OWL,NIGHT OWL,United States,false
3484,Miapet-Avia,,MPT,MIAPET,Armenia,false
3485,Michelin Air Services,,BIB,,France,false
3486,Micromatter Technology Solutions,,WIZ,WIZARD,United Kingdom,false
3487,Mid Airlines,,NYL,NILE,Sudan,false
3488,Mid-Pacific Airlines,,MPA,MID PAC,United States,false
3489,Midamerica Jet,,MJR,MAJOR,United States,false
3490,Middle East Airlines,ME,MEA,CEDAR JET,Lebanon,true
3491,Midland Airport Services,,MID,,United Kingdom,false
3492,Midline Air Freight,,MFR,MIDLINE FREIGHT,United States,false
3493,Midstate Airlines,,MIS,MIDSTATE,United States,false
3495,Midway Express,,FLA,PALM,United States,false
3496,Midwest Air Freighters,,FAX,FAIRFAX,United States,false
3498,Midwest Airlines (Egypt),MY,MWA,,Egypt,true
3499,Midwest Aviation,,NIT,NIGHTTRAIN,United States,false
3500,Midwest Aviation Division,,MWT,MIDWEST,United States,false
3501,Midwest Helicopters De Mexico,,HTE,HELICOPTERSMEXICO,Mexico,false
3502,Millardair,,MAB,MILLARDAIR,Canada,false
3503,Millen Corporation,,RJM,MILLEN,United Kingdom,false
3504,Millennium Air,,MLK,NIGERJET,Nigeria,false
3505,Miller Flying Services,,MFS,MILLER TIME,United States,false
3506,Million Air,,OXO,MILL AIR,United States,false
3507,Mimino,,MIM,MIMINO,Russia,false
3508,Mina Airline Company,,NAB,,Egypt,false
3509,Minair,,OMR,ORMINE,Central African Republic,false
3510,Minebea Technologies,,EBE,MINEBEA,United States,false
3511,Mines Air Services Zambia,,MAZ,MINES,Zambia,false
3512,Miniliner,,MNL,MINILINER,Italy,false
3513,Ministic Air,,MNS,MINISTIC,Canada,false
3515,Minsk Aircraft Overhaul Plant,,LIR,LISLINE,Belarus,false
3516,Miramichi Air Service,,MIR,MIRAMICHI,Canada,false
3517,Miras,,MIF,MIRAS,Kazakhstan,false
3518,Misr Overseas Airways,,MOS,,Egypt,false
3519,Mission Aviation Fellowship,,MAF,MISSI,Indonesia,false
3520,Missionair,,MSN,MISIONAIR,Spain,false
3521,Missions Gouvernemtales Francaises,,MRN,MARIANNE,France,false
3522,Mississippi State University,,BDG,BULLDOG,United States,false
3523,Mississippi Valley Airways,,MVA,VALAIR,United States,false
3524,Mistral Air,,MSA,AIRMERCI,Italy,false
3525,Mobil Oil,,MBO,MOBIL,Canada,false
3526,Mocambique Expresso,,MXE,MOZAMBIQUE EXPRESS,Mozambique,false
3527,Mofaz Air,,MFZ,MOFAZ AIR,Malaysia,false
3528,Moldaeroservice,,MLE,MOLDAERO,Moldova,false
3530,Moldova,,MVG,MOLDOVA-STATE,Moldova,false
3531,Mombasa Air Safari,,RRV,SKYROVER,Kenya,false
3533,Monarch Airlines,,MNH,MONARCH AIR,United States,false
3534,Myway Airlines,8I,,,Italy,true
3535,Moncton Flying Club,,MFC,EAST WIND,Canada,false
3536,Monde Air Charters,,MDB,MONDEAIR CARGO,United Kingdom,false
3537,Monerrey Air Taxi,,MTI,MONTERREY AIR,Mexico,false
3538,Monky Aerotaxis,,MKY,MONKY,Mexico,false
3539,Montenegro Airlines,YM,MGX,MONTAIR,Montenegro,true
3540,Montserrat Airways,,MNT,MONTSERRAT,Montserrat,false
3541,Mooney Aircraft Corporation,,MNY,MOONEY FLIGHT,United States,false
3542,Morningstar Air Express,,MAL,MORNINGSTAR,Canada,true
3543,Morris Air Service,,MSS,WASATCH,United States,false
3544,Morrison Flying Service,,MRO,MORRISON,United States,false
3545,Moskovia Airlines,3R,GAI,GROMOV AIRLINE,Russia,true
3546,Mosphil Aero,,MPI,MOSPHIL,Philippines,false
3547,Motor Sich,M9,MSI,MOTOR SICH,Ukraine,true
3549,Mountain Air Cargo,,MTN,MOUNTAIN,United States,false
3551,Mountain Air Express,,PKP,PIKES PEAK,United States,false
3552,Mountain Air Service,,BRR,MOUNTAIN AIR,United States,false
3553,Mountain Bird,,MBI,MOUNTAIN BIRD,United States,false
3554,Mountain High Aviation,,MHA,MOUNTAIN HIGH,United States,false
3555,Mountain Pacific Air,,MPC,MOUNTAIN PACIFIC,Canada,false
3556,Mountain Valley Air Service,,MTV,MOUNTAIN VALLEY,United States,false
3557,Mowhawk Airlines,,MOW,MOHAWK AIR,United States,false
3559,Mudanjiang General Aviation,,CMJ,MUDANJIANG,China,false
3560,Multi Taxi,,MTX,MULTITAXI,Mexico,false
3561,Multi-Aero,,WBR,WEBER,United States,false
3562,Multiflight,,MFT,YORKAIR,,false
3563,Murmansk Aircompany,,MNZ,MURMAN AIR,Russia,false
3564,Murray Air,,MUA,MURRAY AIR,United States,false
3565,Musrata Air Transport,,MMR,MUSRATA AIR,Libya,false
3566,Mustique Airways,,MAW,MUSTIQUE,Barbados,false
3567,My Way Airlines,,MYW,FRANKY,Italy,false
3571,Myflug,,MYA,MYFLUG,Iceland,true
3572,Mytravel Airways,,VKG,VIKING,Denmark,false
3574,NHT Lineas Aereas,,NHG,HELGA,Brazil,false
17095,Fly 6ix,6I,\N,,Sierra Leone,true
3575,NZ Warbirds Association,,WAR,WARBIRDS,New Zealand,false
3576,Nacoia Lda,,ANL,AIR NACOIA,Angola,false
3577,Nada Air Service,,NHZ,NADA AIR,Chad,false
3578,Compangnie Nationale Naganagani,,BFN,,Burkina Faso,false
3579,Nahanni Air Services Ltd,,NAH,NAHANNI,Canada,false
3580,Nakheel Aviation,,NKL,NAKHEEL,United Arab Emirates,false
3581,Namibia Commerical Aviation,,MRE,MED RESCUE,Namibia,false
3582,Namibian Defence Force,,NDF,NAMIBIAN AIR FORCE,Namibia,false
3583,Nanjing Airlines,,CNJ,NINGHANG,China,false
3584,Nantucket Airlines,DV,ACK,ACK AIR,United States,false
3585,Nanyah Aviation,,NYA,NANYAH,Israel,false
3586,Napier Air Service Inc,,NAP,NAPIER,United States,false
3587,Nas Air,,NCM,AIR BANE,Angola,false
3588,Nas Air,P9,,,Mali,false
3589,Nasair,UE,NAS,NASAIRWAYS,Eritrea,true
3590,Nashville Jet Charters,,NJC,NASHVILLE JET,United States,false
3592,Natioanl Air Traffic Controllers Association,,NTK,NATCA,United States,false
3593,National Air Charter,,NSR,NASAIR,Indonesia,false
3594,National Air Traffic Services,,RFI,SHERLOCK,United Kingdom,false
3595,National Airlines,,NAN,NATION AIR,United States,false
3599,National Airlines,,KUS,KUSWAG,South Africa,false
3601,National Airways Corporation,,LFI,AEROMED,South Africa,false
3602,National Aviation Company,,GTY,,Egypt,false
3603,National Aviation Consultants,,TNC,NATCOM,Canada,false
3604,National Express,,NXT,NATIONAL FREIGHT,United States,false
3605,National Grid,,GRD,GRID,United Kingdom,false
3606,National Jet Express,,JTE,JETEX,Australia,false
3607,National Jet Service,,AND,AIR INDIANA,United States,false
3609,National Oceanic and Atmospheric Administration,,NAA,NOAA,United States,false
3610,National Overseas Airlines Company,,NOL,NAT AIRLINE,Egypt,false
3611,Nationale Luchtvaartschool,,NLS,PANDER,Netherlands,false
3612,Nations Air Express Inc,,NAE,NATIONS EXPRESS,United States,false
3613,Nationwide Airlines,CE,NTW,NATIONWIDE,South Africa,true
3614,Nationwide Airlines (Zambia),,NWZ,ZAMNAT,Zambia,false
3615,Natural Environment Research Council,,EVM,SCIENCE,United Kingdom,false
3616,Natureair,,NRR,NATUREAIR,Costa Rica,false
3617,Naturelink Charter,,NRK,NATURELINK,South Africa,false
3618,Nauru Air Corporation,ON,RON,AIR NAURU,Nauru,true
3619,NAV CANADA,,NVC,NAV CAN,Canada,false
3620,Nav Flight Planning,,NAV,NAV DISPATCH,Czech Republic,false
3621,Navegacao Aerea De Portugal,,NVP,,Portugal,false
3622,Navegacion Servicios Aereos Canarios SA,,NAY,NAYSA,Spain,false
3623,Navid,,IRI,NAVID,Iran,false
3624,Naviera Mexicana,,NVM,NAVIERA,Mexico,false
3625,Navigator Airlines,,NVL,NAVLINES,Armenia,false
3626,Navinc Airlines Services,,XNV,,United States,false
3628,Navtech System Support,,XNS,,Canada,false
3629,Nayzak Air Transport,,NZA,,Libya,false
3630,State of Nebraska,,NEB,NEBRASKA,United States,false
3631,Necon Air,,NEC,NECON AIR,Nepal,false
3632,Nederlandse Kustwacht,,NCG,NETHERLANDS COASTGUARD,Netherlands,false
3633,Nefteyugansk Aviation Division,,NFT,NEFTEAVIA,Russia,false
3634,Neiltown Air,,NLA,NEILTOWN AIR,Canada,false
3635,Nelair Charters,,NLC,NELAIR,South Africa,false
3636,Nelson Aviation College,,CGE,COLLEGE,New Zealand,false
3637,Nepal Airlines,RA,RNA,ROYAL NEPAL,Nepal,true
3639,Neosiam Airways,,TOX,SKY KINGDOM,Thailand,false
3640,Neric,,NSL,NERICAIR,United Kingdom,false
3642,Network Aviation Services,,NET,NETWORK,Nigeria,false
3643,New England Air Express,,NEZ,ENGAIR,United States,false
3645,New Heights 291,,NHT,NEWHEIGHTS,South Africa,false
3646,New World Jet Corporation,,NWD,NEW WORLD,United States,false
3647,New York Helicopter,,NYH,NEW YORK,United States,false
3648,New York State Police,,GRY,GRAY RIDER,United States,false
3649,New Zealand Air Defence Force,,KRC,KIWI RESCUE,New Zealand,false
3650,Newair,,HVA,HAVEN-AIR,United States,false
3651,Newfoundland Labrador Air Transport,,NLT,NALAIR,Canada,false
3652,NextJet,2N,NTJ,NEXTJET,Sweden,true
3653,Nextflight Aviation,,NXF,NEXTFLIGHT,United States,false
3654,Nexus Aviation,,NXS,NEXUS AVIATION,Nigeria,false
3655,Nicaraguense De Aviacion,,NIS,NICA,Nicaragua,false
3656,Nicon Airways,,NCN,NICON AIRWAYS,Nigeria,false
3657,Nigeria Airways,,NGA,NIGERIA,Nigeria,false
3658,Nigerian Air Force,,NGR,NIGERIAN AIRFORCE,Nigeria,false
3659,Nigerian Global,,NGX,AIR GLOBAL,Nigeria,false
3660,Night Express,,EXT,EXECUTIVE,Germany,false
3661,Niki,HG,NLY,FLYNIKI,Austria,true
3662,Nikolaev-Air,,NKV,AIR NIKOLAEV,Ukraine,false
3663,Nile Safaris Aviation,,NSA,NILE SAFARIS,Sudan,false
3664,Nile Valley Aviation Company,,NVA,,Egypt,false
3665,Nile Wings Aviation Services,,NLW,NILE WINGS,Sudan,false
3666,Nimbus Aviation,,NBS,NIMBUS,United Kingdom,false
3668,Nizhnevartovskavia,,NVK,VARTOSKAVIA,Russia,false
3669,Search and Rescue 202,,SRG,,United Kingdom,false
3670,Search and Rescue 22,,SRD,,United Kingdom,false
3671,No. 32 (The Royal) Squadron RAF,,NOH,NORTHOLT,United Kingdom,false
3672,84 Squadron Royal Air Force @ RAF Akrotiri,,AKG,GRIFTER,United Kingdom,false
3673,Nobil Air,,NBL,NOBIL AIR,Moldova,false
3674,Nok Air,DD,NOK,NOK AIR,Thailand,true
3675,Nolinor Aviation,,NRL,NOLINOR,Canada,false
3676,Nomad Aviation,,NMD,NOMAD AIR,Namibia,false
3677,Norcopter,,NOC,,Norway,false
3678,Nord-Flyg,,NEF,NORDEX,Sweden,false
3679,Nordeste Linhas Aereas Regionais,JH,NES,NORDESTE,Brazil,false
3681,Nordic Solutions,,NVD,NORDVIND,Lithuania,false
3682,Nordstree (Australia),,NDS,,Australia,false
3683,Norestair,,NRT,NORESTAIR,Spain,false
3684,Norfolk County Flight College,,NCF,COUNTY,United Kingdom,true
3685,Norontair,,NOA,NORONTAIR,Canada,false
3686,Norrlandsflyg,,HMF,LIFEGUARD SWEDEN,Sweden,false
3687,Norse Air Charter,,NRX,NORSE AIR,South Africa,false
3688,Norsk Flyrjeneste,,NIR,NORSEMAN,Norway,false
3689,Norsk Helikopter,,NOR,NORSKE,Norway,false
3690,Norsk Luftambulanse,,DOC,HELIDOC,Norway,false
3691,Nortavia,,RTV,TIC-TAC,Portugal,false
3692,North Adria Aviation,,NAI,NORTH-ADRIA,Croatia,false
3693,North American Airlines,,NTM,NORTHAM,Canada,true
3694,North American Charters,,HMR,HAMMER,Canada,true
3695,North American Jet Charter Group,,NAJ,JET GROUP,United States,false
3696,North Atlantic Air Inc,,NAT,MASS AIR,United States,false
3697,North Atlantic Cargo,,NFC,NORTH ATLANTIC,Norway,false
3698,North British Airlines,,NBN,TEESAIR,United Kingdom,false
3699,North Caribou Flying Service Ltd,,NCB,NORTH CARIBOU,Canada,false
3700,North Coast Air Services Ltd,,NCC,NORTH COAST,Canada,false
3702,North Flying,M3,NFA,NORTH FLYING,Denmark,false
3703,North Sea Airways,,NRC,NORTH SEA,Netherlands,false
